"Outcome","Species","Stock.or.Area","Year","Month","Day","Interaction.Type","County.Locale","STATE","Initial.Injury.Assessment","Comments","Final.Injury.Assessment","SI.Criteria.Supporting.Assessment","MSI.Value","COUNT.AGAINST.LOF","COUNT.AGAINST.PBR"
"UNKNOWN","HUMPBACK WHALE","CA-OR-WA",2017,12,6,"DUNGENESS CRAB POT FISHERY (CALIFORNIA)","MONTEREY","CA","SI","ANCHORED WITH BODY WRAP, ANIMAL NOT FLUKING. AT LEAST TWO WRAPS AROUND CAUDAL PEDUNCLE AND LINES EXTENDING TOWARDS FLIPPERS LOW ON BOTH SIDES OF BODY. MULTIPLE WRAPS. ONE GREEN LINE AND 1 RED LINE CLEARLY RUNNING FROM TANGLE OF BUOYS OVER BODY TOWARD HEAD/MOUTH. GEAR SHIFTS AS WHALE SURFACES; 2 WHITE BULLET BUOYS WITH GREEN ENDS PLUS LIGHT BLUE BUOY TAG- LICENSE NUMBER USED TO CONFIRM FISHERY. 5 BUOYS TOTAL AND A TANGLE OF LINES. AT LEAST 3 SETS INVOLVED.","SI","L2",1,"Y","Y"
"UNKNOWN","HUMPBACK WHALE","CA-OR-WA",2017,12,29,"DUNGENESS CRAB POT FISHERY (WASHINGTON)","MEXICO","MX","SI","GREEN LINE WRAPPED TWICE AROUND BODY BEHIND HEAD AND FORWARD OF DORSAL HUMP. 2 ORANGE/YELLOW BUOYS TRAILING, BUOYS HAVE WHAT APPEARS TO BE A ROUND, PURPLE TAG (CONSISTENT WITH WA DUNGENESS CRAB). LINES APPEAR TO BE SNUGLY WRAPPED AROUND BODY AND AT LEAST ONE INDENTATION FROM LINE IS EVIDENT ON BODY. OBSERVERS WERE NOT ABLE TO RELOCATE WHALE, WHICH OTHERWISE LOOKED HEALTHY. MULTIPLE WRAPS AND CONSTRICTING ENTANGLEMENT. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN. .","SI","L2",1,"Y","Y"
"UNKNOWN","HUMPBACK WHALE","CA-OR-WA",2018,4,29,"DUNGENESS CRAB POT FISHERY (WASHINGTON)","GRAYS HARBOR","WA","SI (PRORATE)","PHOTOS SHOW WHALE WITH LINES AND MULTIPLE BUOYS TRAILING BEHIND AND OVER DORSAL ASPECT OF WHALE. YELLOW OVAL TAGS VISIBLE ON TWO BUOYS (1 ON EACH). REPORTING PARTY NARRATIVE AND PHOTOS SHOW EVIDENCE OF A WHALE THAT IS ANCHORED. CHARTER VESSEL MADE UNAUTHORIZED ATTEMPT TO REMOVE GEAR FROM WHALE. AMOUNT AND CONFIGURATION OF GEAR REMAINING ON WHALE IS UNKNOWN.","SI (PRORATE)","L10",0.75,"Y","Y"
"UNKNOWN","HUMPBACK WHALE","CA-OR-WA",2018,5,13,"UNIDENTIFIED POT/TRAP FISHERY ENTANGLEMENT",NA,"CA","SI (PRORATE)","TWO LARGE WHALES THAT APPEARED TO BE ""ENTANGLED TOGETHER"" 8.5 MILES OUTSIDE OF GOLDEN GATE BRIDGE. ENTANGLEMENT WAS DESCRIBED AS 4 BUOYS, 2 SETS OF ""CRAB POT BUOYS"" WRAPPED AROUND MAIN PART OF ONE OF THE WHALES. NO RESIGHTS. BASED ON NARRATIVE, ONLY ONE WHALE IS CONFIRMED ENTANGLED, THOUGH TWO MAY HAVE BEEN PRESENT AND IN CLOSE PROXIMITY. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.","SI (PRORATE)","L10",0.75,"Y","Y"
"UNKNOWN","HUMPBACK WHALE","CA-OR-WA",2018,5,14,"UNIDENTIFIED FISHERY INTERACTION","SAN LUIS OBISPO","CA","SI","SINGLE WRAP OF GREEN/BLUE LINE BEHIND BLOWHOLE AND IN FRONT OF DORSAL FIN. LINE IS SNUGLY AROUND ANIMAL. FREE-SWIMMING ANIMAL RESIGHTED NEXT DAY, OUTCOME UNKNOWN. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN. CONSTRICTING ENTANGLEMENT BECAUSE LINE IS TIGHT AROUND ANIMAL.","SI","L2",1,"Y","Y"
"UNKNOWN","HUMPBACK WHALE","CA-OR-WA",2018,5,16,"UNIDENTIFIED FISHERY INTERACTION","MONTEREY","CA","SI (PRORATE)","FREE-SWIMMING WHALE TRAILING 2 WHITE BUOYS APPROXIMATELY 70 FT. BEHIND FLUKES. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.","SI (PRORATE)","L10",0.75,"Y","Y"
"DEAD","HUMPBACK WHALE","CA-OR-WA",2018,5,17,"DUNGENESS CRAB POT FISHERY (WASHINGTON)","GRAYS HARBOR","WA","DEAD","GREEN AND WHITE LINE WRAPPED TIGHTLY AROUND LEFT PECTORAL, PASSING THROUGH LEFT GAPE. EVIDENCE OF A WRAP AROUND THROAT (BLOATING LIKELY CAUSED ROPE TO SNAP, FRAYED ENDS VISIBLE. GREEN, ORANGE, AND WHITE LINES WRAPPED AROUND TAILSTOCK. FAINT IMPRESSIONS ACROSS VENTRAL LEFT FLUKE. TRAILING 2 CRAB POTS. ORIGINALLY SEEN WITH 2 ORANGE BUOYS (WHILE FLOATING), ONE VISIBLE IN INITIAL PHOTOS OF THE BEACH LANDING, BUT HAD BEEN REMOVED BY UNKNOWN PERSONS PRIOR TO EXAMINATION. WCR REPORTS THAT GEAR INCLUDED BOTH WA STATE AND TRIBAL FISHERIES. EVIDENCE OF CONSTRICTING WRAP.","DEAD",NA,1,"N","Y"
"UNKNOWN","HUMPBACK WHALE","CA-OR-WA",2018,5,23,"DUNGENESS CRAB POT FISHERY (CALIFORNIA)","MONTEREY","CA","SI","MULTIPLE BUOYS AND LINES WRAPPED SNUGLY AROUND THE TAILSTOCK AREA OF THE FLUKES. MULTIPLE WRAPS WITH CONSTRICTING LINE. AT LEAST TWO SETS OF GEAR INVOLVED IN THE ENTANGLEMENT, WITH CALIFORNIA AND OREGON TAGS PRESENT. MASS OF LINES ON DORSAL SIDE OF FLUKE WITH LINE WRAPPING UNDERNEATH THE TAILSTOCK AND COMING BACK OVER TOP ON BOTH FLUKE BLADES AND MEETING AT LARGE MASS IN CENTER OF FLUKE. GEAR MASS AND DRAG POTENTIAL WARRANT THIS CASE BEING DESIGNATED A SERIOUS INJURY UNDER CRITERIA L2. .  TELEMETRY BUOYS WERE ATTACHED BY WHALE DISENTANGLEMENT TEAM, BUT DID NOT REMAIN ON WHEN WHALE DOVE. FISHERMAN WAS INTERVIEWED AND HAD BEEN FISHING NEAR CRESCENT CITY NEAR TIME OF ENTANGLEMENT. FINAL OUTCOME UNKNOWN.","SI","L2",1,"Y","Y"
"UNKNOWN","HUMPBACK WHALE","CA-OR-WA",2018,5,27,"DUNGENESS CRAB POT FISHERY (COMMERCIAL)","MONTEREY","CA","SI","TWISTED RED/ORANGE LINE (HYDROPRO) WRAPPED TIGHTLY TWICE AROUND BODY, FORWARD OF DORSAL FIN. ABRAIDED AND INDENTED SKIN VISIBLE FROM DRONE FOOTAGE FORWARD OF ROPE, EVIDENCE THAT ROPE HAD MOVED BACKWARDS ON BODY TO CURRENT POSITION. PECTORAL FLIPPERS NOT VISIBLE FROM CLEAR DRONE FOOTAGE. ONE BUOY (WHITE WITH BLACK ON LAST 2/3 OF BUOY) WITH YELLOW DUNGENESS CRAB TAG, POTENTIALLY PINNING RIGHT PECTORAL FLIPPER TO BODY (FROM DRONE FOOTAGE). SERIOUS INJURY UNDER L2 CRITERIA DUE TO CONSTRICTING GEAR AND MULTIPLE WRAPS THAT MAY BE PINNING PECTORAL FLIPPERS. .","SI","L2",1,"Y","Y"
"UNKNOWN","HUMPBACK WHALE","CA-OR-WA",2018,6,29,"UNIDENTIFIED POT/TRAP FISHERY ENTANGLEMENT","SAN MATEO","CA","SI (PRORATE)","WHALE WITH LINE AROUND FLUKES WITH YELLOW AND ORANGE BUOYS AT SURFACE TRAILING ABOUT 50 YARDS BEHIND WHALE.  BUOYS MOVING IN SAME DIRECTION AS WHALE AND GOING UNDERWATER WHEN WHALE DOVE. BUOYS NOT SEEN IN SAME LOCATION LATER IN THE DAY. 3 BUOYS (POTENTIALLY 4) -- 1 TRI-COLORED WITH ORANGE AND PINK/ RED WITH BLACK STRIPE IN MIDDLE WITH POSSIBLE DUNGENESS CRAB FISHERY TAG. 1 ALL ORANGE WITH SILVER OR WHITE REFLECTIVE TAPE STRIPE IN MIDDLE WITH POSSIBLE PINK TAG. 1 THAT IS HARD TO TELL IF ONE OR TWO BUT YELLOW/ORANGE IN COLOR. POTENTIAL RESIGHT IN MEXICO IN DECEMBER 2018- PHOTOS OF GEAR MATCH- FOLLOWING UP WITH RP FROM MEXICO. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN. ONE POOR-QUALITY PHOTO REVIEWED BY J. CARRETTA.","SI (PRORATE)","L10",0.75,"Y","Y"
"DEAD","HUMPBACK WHALE","CA-OR-WA",2018,7,2,"GILLNET FISHERY","LOS ANGELES","CA","DEAD","BLUE MESH GILLNET THAT HAS A STRETCH DIAMETER OF JUST UNDER 12"", SMALLER THAN THAT USED IN LARGE MESH GILLNET FISHERY. TEN FLOATS ON YELLOW TWISTED POLYPRO LINE (SOME FLOATS WERE BLACK, SOME WERE WHITE); LEAD LINE W/ LEADS ALSO IN TANGLED MASS. VERY SEVERE ENTANGLEMENT THAT HAS BEEN ON THIS WHALE FOR SOMETIME AS INDICATED BY THE DEEP WOUNDS AND HEAVY CYAMID LOAD THAT IS COVERING A LOT OF THE DORSAL SURFACE OF THE BODY. MULTIPLE WRAPS OF GILLNET, ROPE, AND FLOAT FORMING TIGHT NEST AROUND PEDUNCLE AND FLUKES. CONSTRICTING ENTANGLEMENT AND HEALTH DECLINE.","DEAD",NA,1,"Y","Y"
"UNKNOWN","HUMPBACK WHALE","CA-OR-WA",2018,7,7,"UNIDENTIFIED POT/TRAP FISHERY ENTANGLEMENT","GRAYS HARBOR","WA","SI (PRORATE)","HUMPBACK TRAILING A SINGLE ORANGE AND WHITE BUOY, POSSIBLY ATTACHED TO LEFT PECTORAL FLIPPER. EXTENT OF ENTANGLEMENT AND AMOUNT OF GEAR UNKNOWN. .","SI (PRORATE)","L10",0.75,"Y","Y"
"DECLINE","HUMPBACK WHALE","CA-OR-WA",2018,7,12,"DUNGENESS CRAB POT FISHERY (CALIFORNIA)","MONTEREY","CA","SI (PRORATE)","EMACIATED ADULT COW ENTANGLED WITH ATTENDENT CALF. LINE COMING OUT BOTH SIDES OF THE MOUTH. LEFT SIDE GOES UNDER THE PECTORAL FLIPPER AND HAS THREE BUOYS WITH THE FIRST AT ABOUT THE DORSAL FIN, THE THIRD JUST AT THE LEADING EDGE OF THE FLUKE. LINE COMING OUT RIGHT SIDE OF MOUTH GOES UNDER RIGHT PECTORAL FLIPPER AND DISAPPEARS AND MAY HAVE SOME WEIGHT (POT) ON THE END. ALL THREE BUOYS ORANGE COLORED AND HAVE SIGNIFICANT ALGAL GROWTH, INDICATING ENTANGLEMENT IS NOT RECENT. YELLOW DUNGENESS CRAB POT TAG ON BUOY CLOSEST TO WHALE. FINAL OUTCOME UNKNOWN. PRORATED SERIOUS INJURY WITH VALUE = 1 DUE TO EMACIATED CONDITION AND HEALTH DECLINE. .","SI (PRORATE)","L10",1,"Y","Y"
"UNKNOWN","HUMPBACK WHALE","CA-OR-WA",2018,7,12,"DUNGENESS CRAB POT FISHERY (CALIFORNIA)","MONTEREY","CA","SI","DEPENDENT CALF OF ENTANGLED AND SERIOUSLY-INJURED MOTHER. ASSUMPTION UNDER L8 IS THAT DEPENDENT CALF NOT LIKELY TO SURVIVE.","SI","L8",1,"Y","Y"
"UNKNOWN","HUMPBACK WHALE","CA-OR-WA",2018,7,15,"UNIDENTIFIED FISHERY INTERACTION","MENDOCINO","CA","SI (PRORATE)","MULTIPLE WRAPS OF BLUE/GRAY LINE AROUND BODY WITH A RED BULLET BUOY THAT FORMED A 'BIRD'S NEST' OF GEAR ON DORSAL ASPECT OF WHALE BETWEEN DORSAL FIN AND FLUKES. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.","SI (PRORATE)","L10",0.75,"Y","Y"
"DEAD","HUMPBACK WHALE","CA-OR-WA",2018,7,18,"DUNGENESS CRAB POT FISHERY (CALIFORNIA)","MEXICO","MX","DEAD","DEAD HUMPBACK WHALE STRANDED IN MEXICO WITH CALIFORNIA COMMERCIAL DUNGENESS CRAB GEAR ENTANGLEMENT. PHOTOS SHOW LINE, 2 BUOYS, AND YELLOW SHIELD TAG WITH NUMBER. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.","DEAD",NA,1,"Y","Y"
"UNKNOWN","HUMPBACK WHALE","CA-OR-WA",2018,7,28,"GILLNET FISHERY, TRIBAL","CLALLAM","WA","SI (PRORATE)","TRIBAL FISHERMAN ENTANGLED HUMPBACK WHALE IN GILLNET IN TREATY FISHERY. THREE HOURS LATER, THE FISHERMAN REMOVED AS MUCH GEAR AS POSSIBLE AND THOUGHT THAT SOME LEADLINE GEAR STILL REMAINED ON CAUDAL PEDUNCLE. PHOTOS OF WHALE SHOW IT THRASHING ITS FLUKES. AMOUNT AND CONFIGURATION OF GEAR REMAINING ON WHALE UNKNOWN. .","SI (PRORATE)","L10",0.75,"N","Y"
"UNKNOWN","HUMPBACK WHALE","CA-OR-WA",2018,7,30,"UNIDENTIFIED FISHERY INTERACTION","DOUGLAS","OR","SI (PRORATE)","BRIDLE THROUGH MOUTH THAT COMES TO A KNOT FORWARD OF DORSAL HUMP. TRAILING LINE APPEARS TO TERMINATE NEAR THE FLUKES AND SWITCHES FROM THE LEFT TO RIGHT SIDE OF THE BODY. THERE IS ALSO A SHORT LOOP OF LINE EMANATING FROM THE KNOT FORWARD OF THE DORSAL. THE FLIPPERS / FLUKES / TAILSTOCK ARE NOT INVOLVED. WHALE TRAVELING AND FLUKING AT MODERATE SPEED WITH ANOTHER HUMPBACK. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.","SI (PRORATE)","L3",0,"Y","Y"
"UNKNOWN","HUMPBACK WHALE","CA-OR-WA",2018,8,3,"GILLNET FISHERY","CLALLAM","WA","NSI","WHALE WITH GILLNET MESH ATTACHED TO RIGHT FLUKE TIP PHOTOGRAPHED ON 8/3/2018. ANIMAL WAS RESIGHTED ON 9/14/2018 BY MARINE MAMMAL LAB (JEFF HARRIS) AS FREE FROM GEAR, PHOTOS OF ENTANGLEMENT AND POST-ENTANGLEMENT EXAMINED BY J. CARRETTA.","NSI","L3",0,"N","N"
"DECLINE","HUMPBACK WHALE","CA-OR-WA",2018,8,5,"DUNGENESS CRAB POT FISHERY (CALIFORNIA)","HUMBOLDT","CA","SI","ANCHORED 25 FT. LONG JUVENILE HUMPACK FIRST REPORTED ON 8/5/2018 WITH LINE EMBEDDED IN DORSAL CAUDAL PENDUNCLE, WITH ASSOCIATED MASSIVE LACERATION NEARLY SEVERING FLUKES. RESEARCHERS ON R/V REUBEN LASKER SIGHTING WHALE DURING A LINE-TRANSECT SURVEY ON 8/7 AND CONTACTED CASCADIA RESEARCH. CASCADIA RESCUE TEAM WAS ABLE TO ATTACH TELEMETRY BUOY ON 8/7/2018, WITH NOAA VESSEL REUBEN LASKER STANDING BY FOR ASSISTANCE. CASCADIA TEAM RETURNED ON 8/8/2018 AND REMOVED LINE AND BUOYS ATTACHED TO A CRAB POT AND WHALE SWAM OFF. GEAR WAS RECOVERED AND RETAINED. BASED ON PHOTOS, THE PROBABILITY OF THE WHALE LOSING ITS FLUKES IS SUBSTANTIAL. SERIOUS INJURY UNDER SERIOUS INJURY CRITERIA L2 AND SEVERITY OF DAMAGE TO CAUDAL PEDUNCLE. CONSTRICTING ENTANGLEMENT. HEALTH DECLINE. .","SI","L2",1,"Y","Y"
"DEAD","HUMPBACK WHALE","CA-OR-WA",2018,8,6,"UNIDENTIFIED POT/TRAP FISHERY ENTANGLEMENT","GRAYS HARBOR","WA","DEAD","A COMMERCIAL FISHING VESSEL REPORTED A DEAD ENTANGLED HUMPBACK WHALE TO USCG. THE USCG FLEW OVER AND CONFIRMED. WHALE THROAT WAS DISTENDED FLOATING BELLY UP HIGH IN THE WATER.  ORANGE BUOYS SEEN NEAR TAILSTOCK IN AERIAL PHOTOS, OBSERVERS FROM SHORE ON 07 AUG REPORTED SEEING BUOYS NEAR WHALE AND CARCASS APPEARED TO BE ANCHORED IN PLACE.  ALL LINES AND BUOYS WERE REMOVED BEFORE OUR ARRIVAL. WE WERE ABLE TO CONFIRM THIS AS THE SAME ANIMAL REPORTED ON AUGUST 6TH USING PIGMENTATION ON THE PLEATS FROM BOTH SIGHTINGS. TWO DEEP IMPRESSIONS WITH A THREE-STRAND LINE PATTERN ON THE RIGHT PECTORAL AND LINE MARKS AND ABRASIONS AROUND TAIL STOCK AND PEDUNCLE INDICATED THAT THE WHALE HAD BEEN ENTANGLED RECENTLY. THE TEAM COLLECTED STILL PHOTOGRAPHS AND UNDERWATER IMAGES FROM A GOPRO MOUNTED ON A POLE. NECROPSY: THREE ADDITIONAL LINEAR ABRASIONS ACROSS THE FLUKE TOWARD THE PEDUNCLE. DEEP IMPRESSIONS INDICATE CONSTRICTING ENTANGLEMENT.","DEAD",NA,1,"Y","Y"
"DEAD","HUMPBACK WHALE","CA-OR-WA",2018,8,11,"GILLNET FISHERY, TRIBAL","CLALLAM","WA","SI","FISHERMAN PARTICIPATING IN SOCKEYE GILLNET TREATY FISHERY REPORTED ENTANGLING A WHALE ON 8/11/2018. ESTIMATED TIME OF ENTANGLEMENT WAS 2130 HRS LOCAL. WHALE WAS WRAPPED IN CORKLINE OF NET AND HAD PULLED JACKLIGHT AND FLAGPOLE UNDERWATER. FISHERMAN'S NARRATIVE NOTED WHALE WAS VERY WOUND UP IN NET. EXTENSIVE CONSTRICTING ENTANGLEMENT. WHALE DIED THE NEXT DAY, CARCASS SANK WITH GEAR. NO NECROPSY.","DEAD",NA,1,"N","Y"
"DECLINE","HUMPBACK WHALE","CA-OR-WA",2018,8,11,"UNIDENTIFIED POT/TRAP FISHERY ENTANGLEMENT","SAN DIEGO","CA","SI","ENTANGLED JUVENILE HUMPBACK SUFFERING A HEALTH DECLINE. ANIMAL'S BODY HAS PATCHES OF RUST-COLORED WHALE LICE. COLORATION OF SKIN APPEARS TO BE LIGHT / DULL, WITH SLOUGHING SKIN. YELLOW POLY LINE SEEN WRAPPED MULTIPLE TIMES AROUND PEDUNCLE, WHERE LINE IS EMBEDDED. MULTIPLE WRAPS AND CONSTRICTING ENTANGLEMENT. APPROXIMATELY 10 FT OF LINE TRAILING BEYOND FLUKES. LARGE AREAS OF ABRADED, RAW PINK SKIN RELATED TO ENTANGLEMENT. .","SI","L2",1,"Y","Y"
"UNKNOWN","HUMPBACK WHALE","CA-OR-WA",2018,8,11,"UNIDENTIFIED POT/TRAP FISHERY ENTANGLEMENT","CURRY","OR","SI (PRORATE)","TRAILING TWO BUOYS APPROXIMATELY 1 TO 2 BODY LENGTHS BEHIND ANIMAL. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.","SI (PRORATE)","L10",0.75,"Y","Y"
"UNKNOWN","HUMPBACK WHALE","CA-OR-WA",2018,8,12,"GILLNET FISHERY, TRIBAL","CLALLAM","WA","SI (PRORATE)","REPORT OF A HUMPBACK WHALE TRAILING A CORKLINE AND CORKS. PHOTO SHOWS WHALE TRAILING GEAR THAT IS AT LEAST AS LONG AS WHALE. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN. ","SI (PRORATE)","L10",0.75,"N","Y"
"UNKNOWN","HUMPBACK WHALE","CA-OR-WA",2018,8,26,"UNIDENTIFIED FISHERY INTERACTION","SAN FRANCISCO","CA","SI (PRORATE)","WHALE TRAILING 2 BUOYS, A MAIN BUOY (RED/ORANGE) AND A TRAILER BUOY (YELLOW), THE TRAILER WAS ABOUT 20FT BEHIND THE WHALE. THE ATTACHMENT POINT IS UNKNOWN, THE ANIMAL WAS OBSERVED FLUKE-UP DIVING, BUT NO GEAR WAS SEEN ON THE FLUKES DURING THE DIVES. GEAR CONFIGURATION AND AMOUNT UNKNOWN. .","SI (PRORATE)","L10",0.75,"Y","Y"
"UNKNOWN","HUMPBACK WHALE","CA-OR-WA",2018,8,30,"UNIDENTIFIED POT/TRAP FISHERY ENTANGLEMENT","CLALLAM","WA","SI (PRORATE)","WHALE REPORTED ENTANGLED IN TWO COMMERCIAL CRAB POT BUOYS. (1 YELLOW AND 1 RED WITH A LOT OF GROWTH ON BOTH). THIS WAS WITNESSED FROM 200 YARDS AWAY. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.","SI (PRORATE)","L10",0.75,"Y","Y"
"UNKNOWN","HUMPBACK WHALE","CA-OR-WA",2018,9,4,"SPOT PRAWN TRAP/POT FISHERY (RECREATIONAL)","MONTEREY","CA","SI","SINGLE WRAP AROUND WHALE RIGHT AT THE TAIL STOCK WITH LINE APPEARING TO LOOP OVER ITSELF OR WRAP AROUND ITSELF UNDER THE FLUKES. WHITE BUOY AND ORANGE POLYBALL CLOSE TO ANIMAL FROM AERIAL PHOTOS. WHALE DESCRIBED AS ANCHORED IN PLACE WITH A FLATTENED BODY POSITION WITHOUT MUCH MOVEMENT. SKIN RAW AND RED/PINK ON DORSAL ASPECT ON CAUDAL PEDUNCLE. EXTENSIVE SCUFF MARKS ON HEAD AND DORSAL FIN AREA. EVIDENCE THAT GEAR HAD MIGRATED FROM FRONT TO REAR OF ANIMAL. THE WHALE BECAME AGITATED WHEN A DISENTANGLEMENT TEAM APPROACHED, AND AT THAT TIME, THE WHALE SHED THE GEAR ON ITS OWN. WHALE REMAINED IN AREA FOR 5 MINUTES, THEN SLOWLY STARTED SWIMMING AWAY, INCREASINGLY USING ITS FLUKES. FISHERY IDENTIFIED FROM RECOVERED GEAR. INTERVIEW WITH FISHERMAN INDICATED GEAR (WITH 3 TRAPS) HAD BEEN SET THE PRIOR DAY. NON-SERIOUS INJURY DUE TO SHED GEAR AND SHORT TIME DURATION OF ENTANGLEMENT.","NSI","L2",0,"Y","N"
"UNKNOWN","HUMPBACK WHALE","CA-OR-WA",2018,9,17,"UNIDENTIFIED FISHERY INTERACTION","CLATSOP","OR","SI (PRORATE)","ENTANGLED IN LINE AND FLOATS, BUT NO DESCRIPTION OF WHERE ON ANIMAL. CONFIRMED BASED ON TWO INDEPENDENT SIGHTINGS FROM FISHERMEN. THE ANIMAL WAS UNABLE TO BE RELOCATED BY USCG. NO FURTHER SIGHTINGS. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.","SI (PRORATE)","L10",0.75,"Y","Y"
"DEAD","HUMPBACK WHALE","CA-OR-WA",2018,9,21,"DUNGENESS CRAB POT FISHERY (CALIFORNIA)","SAN DIEGO","CA","DEAD","DEAD HUMPBACK CALF FOUND DURING CCES 2018 MARINE MAMMAL CRUISE. WHALE HAD LINE AND BUOYS WRAPPED AROUND TAIL. FISHERY CONFIRMED FROM TAG ON BUOY. .","DEAD",NA,1,"Y","Y"
"UNKNOWN","HUMPBACK WHALE","CA-OR-WA",2018,9,27,"UNIDENTIFIED FISHERY INTERACTION","SAN LUIS OBISPO","CA","SI","HUMPBACK NOT MOVING MUCH WITH CONSTRICTING LINE BETWEEN HEAD AND DORSAL FIN, POSSIBLY ANCHORED. LINE IS INDENTING INTO SKIN AND OTHER INDENTATION MARKS ARE SEEN FROM WHERE LINE HAS MIGRATED TOWARDS REAR OF WHALE. PRIVATE VESSEL INSTRUCTED PASSENGER TO JUMP INTO WATER AND CLIMB ON TOP OF WHALE TO CUT LINE AWAY. UNAUTHORIZED DISTENTANGLEMENT EVENT. WHALE DANGEROUSLY THRASHED ITS FLUKES UPON THIS INTERACTION AND APPEARED TO SWIM OFF AFTER CITIZEN CUT LINE. UNKNOWN IF ALL GEAR WAS REMOVED, THIS IS CONSIDERED A PARTIAL DISENTANGLEMENT. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN. VIDEO REVIEWED BY J. CARRETTA.","SI (PRORATE)","L10",0.75,"Y","Y"
"UNKNOWN","HUMPBACK WHALE","CA-OR-WA",2018,9,29,"DUNGENESS CRAB POT FISHERY (CALIFORNIA)","MONTEREY","CA","NSI","HUMPBACK CALF WITH BLUE/GREEN LINE TRAILING 40-50 FEET WITH THREE BUOYS (GREEN/WHITE) ATTACHED TO RIGHT PECTORAL FLIPPER. GREEN CA DUNGENESS CRAB TAG SEEN ON THE FIRST BUOY. BASED ON AERIAL PHOTOS, LINE MAY BE ATTACHED TO UNDERSIDE OF FLIPPER. WHALE OTHERWISE IN GOOD HEALTH AS SHOWN IN PHOTOS. ACCOMPANIED BY MOTHER. .","NSI","L3",0,"N","N"
"UNKNOWN","HUMPBACK WHALE","CA-OR-WA",2018,9,30,"UNIDENTIFIED POT/TRAP FISHERY ENTANGLEMENT","SAN LUIS OBISPO","CA","SI (PRORATE)","LINE ATTACHED TO WHALE AT UNKNOWN LOCATION AND CONFIGURATION WITH A RED AND WHITE BUOY ON THE SIDE OF THE WHALE NEAR THE PECTORAL FLIPPER. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN. REPORTING PARTY DESCRIBED AS CRAB POT GEAR.","SI (PRORATE)","L10",0.75,"Y","Y"
"UNKNOWN","HUMPBACK WHALE","CA-OR-WA",2018,9,30,"UNIDENTIFIED POT/TRAP FISHERY ENTANGLEMENT","SAN LUIS OBISPO","CA","SI (PRORATE)","WHALE TRAILING 3 BUOYS TOTAL. 1 ""CRAB STYLE"" LARGER BUOY WITH 2 SMALLER BUOYS. REPORTING PARTY THOUGTHT THEY MAY HAVE ALL BEEN WHITE OR HAD SOME WHITE ON THEM BUT COULDN'T REMEMBER FOR SURE. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN. DIFFERENTIATED FROM OTHER 9/30/2018 ENTANGLEMENT IN SAME AREA BY NUMBER AND COLOR OF BUOYS.","SI (PRORATE)","L10",0.75,"Y","Y"
"DECLINE","HUMPBACK WHALE","CA-OR-WA",2018,10,12,"DUNGENESS CRAB POT FISHERY (OREGON)","SAN MATEO","CA","SI","MULTIPLE WRAPS OF LINE EMBEDDED DEEPLY AT FLUKE INSERTION WITH 400 FEET OF TRAILING LINE. CONSTRICTING ENTANGLEMENT. WHALE HAD SEVERAL LARGE PATCHES OF ORANGE-COLORED CYAMIDS, INDICATING A HEALTH DECLINE. INITIAL DISENTANGLEMENT RESPONSE REMOVED APPROXIMATELY 350 FEET OF TRAILING LINE. A 2ND DISTENTANGLEMENT EFFORT REMOVED MOST OF THE LOOSE GEAR, BUT EMBEDDED LINE REMAINED. FISHERY POSITIVELY-IDENTIFIED FROM PERMIT TAG ON RECOVERED GEAR. PHOTOS / VIDEO REVIEWED BY J. CARRETTA.","SI","L2",1,"Y","Y"
"UNKNOWN","HUMPBACK WHALE","CA-OR-WA",2018,10,12,"CA SPOT PRAWN TRAP FISHERY","MONTEREY","CA","SI (PRORATE)","HUMPBACK CALF ENTANGLED IN CONFIRMED COMMERICAL SPOT PRAWN GEAR WHICH WAS SET 2 DAYS PRIOR TO OBSERVATION AND PARTIAL RELEASE BY FISHERMAN. LARGE ORANGE BUOY NEAR FORWARD PART OF THE BODY WITH UNKNOWN ATTACHMENT POINT, LIKELY MOUTH OR PECTORAL FLIPPERS. FADED YELLOW BUOY TRAILING ABOUT 30FT BEHIND. BOTH ONLY VISIBLE WHEN SURFACING. FISHERMEN WINCHED UP CALF TO SIDE OF THE BOAT TO MAKE DISENTANGLEMENT CUTS. VERTICAL ASPECT PHOTO SHOWS LINE AND BUOY STILL ON TAIL AFTER REMOVED FROM GROUNDING LINE. NO FURTHER ACTION TAKEN AS WHALE SWAM OFF. AMOUNT AND CONFIGURATION OF REMAINING GEAR UNKNOWN.","SI (PRORATE)","L10",0.75,"Y","Y"
