"Outcome","Species","Stock.or.Area","Year","Month","Day","Interaction.Type","County.Locale","STATE","Initial.Injury.Assessment","Comments","Final.Injury.Assessment","SI.Criteria.Supporting.Assessment","MSI.Value","COUNT.AGAINST.LOF","COUNT.AGAINST.PBR"
"DECLINE","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2018,8,5,"DUNGENESS CRAB POT FISHERY (CALIFORNIA)","HUMBOLDT","CA","SI","ANCHORED 25 FT. LONG JUVENILE HUMPACK FIRST REPORTED ON 8/5/2018 WITH LINE EMBEDDED IN DORSAL CAUDAL PENDUNCLE, WITH ASSOCIATED MASSIVE LACERATION NEARLY SEVERING FLUKES. RESEARCHERS ON R/V REUBEN LASKER SIGHTING WHALE DURING A LINE-TRANSECT SURVEY ON 8/7 AND CONTACTED CASCADIA RESEARCH. CASCADIA RESCUE TEAM WAS ABLE TO ATTACH TELEMETRY BUOY ON 8/7/2018, WITH NOAA VESSEL REUBEN LASKER STANDING BY FOR ASSISTANCE. CASCADIA TEAM RETURNED ON 8/8/2018 AND REMOVED LINE AND BUOYS ATTACHED TO A CRAB POT AND WHALE SWAM OFF. GEAR WAS RECOVERED AND RETAINED. BASED ON PHOTOS, THE PROBABILITY OF THE WHALE LOSING ITS FLUKES IS SUBSTANTIAL. SERIOUS INJURY UNDER SERIOUS INJURY CRITERIA L2 AND SEVERITY OF DAMAGE TO CAUDAL PEDUNCLE. CONSTRICTING ENTANGLEMENT. HEALTH DECLINE. .","SI","L2",1,"Y","Y"
"DEAD","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2018,8,6,"UNIDENTIFIED POT/TRAP FISHERY ENTANGLEMENT","GRAYS HARBOR","WA","DEAD","A COMMERCIAL FISHING VESSEL REPORTED A DEAD ENTANGLED HUMPBACK WHALE TO USCG. THE USCG FLEW OVER AND CONFIRMED. WHALE THROAT WAS DISTENDED FLOATING BELLY UP HIGH IN THE WATER.  ORANGE BUOYS SEEN NEAR TAILSTOCK IN AERIAL PHOTOS, OBSERVERS FROM SHORE ON 07 AUG REPORTED SEEING BUOYS NEAR WHALE AND CARCASS APPEARED TO BE ANCHORED IN PLACE.  ALL LINES AND BUOYS WERE REMOVED BEFORE OUR ARRIVAL. WE WERE ABLE TO CONFIRM THIS AS THE SAME ANIMAL REPORTED ON AUGUST 6TH USING PIGMENTATION ON THE PLEATS FROM BOTH SIGHTINGS. TWO DEEP IMPRESSIONS WITH A THREE-STRAND LINE PATTERN ON THE RIGHT PECTORAL AND LINE MARKS AND ABRASIONS AROUND TAIL STOCK AND PEDUNCLE INDICATED THAT THE WHALE HAD BEEN ENTANGLED RECENTLY. THE TEAM COLLECTED STILL PHOTOGRAPHS AND UNDERWATER IMAGES FROM A GOPRO MOUNTED ON A POLE. NECROPSY: THREE ADDITIONAL LINEAR ABRASIONS ACROSS THE FLUKE TOWARD THE PEDUNCLE. DEEP IMPRESSIONS INDICATE CONSTRICTING ENTANGLEMENT.","DEAD","NA",1,"Y","Y"
"DEAD","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2018,8,11,"GILLNET FISHERY, TRIBAL","CLALLAM","WA","SI","FISHERMAN PARTICIPATING IN SOCKEYE GILLNET TREATY FISHERY REPORTED ENTANGLING A WHALE ON 8/11/2018. ESTIMATED TIME OF ENTANGLEMENT WAS 2130 HRS LOCAL. WHALE WAS WRAPPED IN CORKLINE OF NET AND HAD PULLED JACKLIGHT AND FLAGPOLE UNDERWATER. FISHERMAN'S NARRATIVE NOTED WHALE WAS VERY WOUND UP IN NET. EXTENSIVE CONSTRICTING ENTANGLEMENT. WHALE DIED THE NEXT DAY, CARCASS SANK WITH GEAR. NO NECROPSY.","DEAD","NA",1,"N","Y"
"DECLINE","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2018,8,11,"UNIDENTIFIED POT/TRAP FISHERY ENTANGLEMENT","SAN DIEGO","CA","SI","ENTANGLED JUVENILE HUMPBACK SUFFERING A HEALTH DECLINE. ANIMAL'S BODY HAS PATCHES OF RUST-COLORED WHALE LICE. COLORATION OF SKIN APPEARS TO BE LIGHT / DULL, WITH SLOUGHING SKIN. YELLOW POLY LINE SEEN WRAPPED MULTIPLE TIMES AROUND PEDUNCLE, WHERE LINE IS EMBEDDED. MULTIPLE WRAPS AND CONSTRICTING ENTANGLEMENT. APPROXIMATELY 10 FT OF LINE TRAILING BEYOND FLUKES. LARGE AREAS OF ABRADED, RAW PINK SKIN RELATED TO ENTANGLEMENT. .","SI","L2",1,"Y","Y"
"UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2018,8,11,"UNIDENTIFIED POT/TRAP FISHERY ENTANGLEMENT","CURRY","OR","SI (PRORATE)","TRAILING TWO BUOYS APPROXIMATELY 1 TO 2 BODY LENGTHS BEHIND ANIMAL. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.","SI (PRORATE)","L10",0.75,"Y","Y"
"UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2018,8,12,"GILLNET FISHERY, TRIBAL","CLALLAM","WA","SI (PRORATE)","REPORT OF A HUMPBACK WHALE TRAILING A CORKLINE AND CORKS. PHOTO SHOWS WHALE TRAILING GEAR THAT IS AT LEAST AS LONG AS WHALE. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.","SI (PRORATE)","L10",0.75,"N","Y"
"DEAD","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2018,8,23,"VESSEL STRIKE","CLALLAM","WA","DEAD","FRESH DEAD SUBADULT FLOATING DEAD WHALE IN KELP BED NEAR CHITO BEACH. BLOATED AND FLOATING AT SURFACE, BUT IN EXCELLENT CONDITION. VERY LITTLE SKIN RUBBING OFF. A FEW WHALE LICE. MOUTH OPEN, LOWER JAW APPEARS BROKEN/DISLOCATED AND HANGING. WHALE TOWED TO SHORE ON MAKAH RESERVATION FOR NECROPSY. LOWER LEFT JAW APPEARS BROKEN OR DISLOCATED, TEAR AT GAPE OF MOUTH. LOWER LEFT JAW BROKEN, SKULL FRACTURED WHERE JAW BONE MEETS SKULL. BREAK IN JAW SEVERE ENOUGH FOR JAW BONE TO CUT ROOF OF MOUTH. AFTER EXTERNAL AND INTERNAL EXAMINATION THERE WERE OBVIOUS SIGNS OF TRAUMA IN JAW AND SKULL. APPEARS TO HAVE BEEN STRUCK BY A SHIP.  VESSEL SIZE AND SPEED UNKNOWN.","DEAD","NA",1,"N","Y"
"UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2018,8,26,"UNIDENTIFIED FISHERY INTERACTION","SAN FRANCISCO","CA","SI (PRORATE)","WHALE TRAILING 2 BUOYS, A MAIN BUOY (RED/ORANGE) AND A TRAILER BUOY (YELLOW), THE TRAILER WAS ABOUT 20FT BEHIND THE WHALE. THE ATTACHMENT POINT IS UNKNOWN, THE ANIMAL WAS OBSERVED FLUKE-UP DIVING, BUT NO GEAR WAS SEEN ON THE FLUKES DURING THE DIVES. GEAR CONFIGURATION AND AMOUNT UNKNOWN. .","SI (PRORATE)","L10",0.75,"Y","Y"
"UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2018,8,30,"UNIDENTIFIED POT/TRAP FISHERY ENTANGLEMENT","CLALLAM","WA","SI (PRORATE)","WHALE REPORTED ENTANGLED IN TWO COMMERCIAL CRAB POT BUOYS. (1 YELLOW AND 1 RED WITH A LOT OF GROWTH ON BOTH). THIS WAS WITNESSED FROM 200 YARDS AWAY. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.","SI (PRORATE)","L10",0.75,"Y","Y"
"UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2018,9,4,"SPOT PRAWN TRAP/POT FISHERY (RECREATIONAL)","MONTEREY","CA","SI","SINGLE WRAP AROUND WHALE RIGHT AT THE TAIL STOCK WITH LINE APPEARING TO LOOP OVER ITSELF OR WRAP AROUND ITSELF UNDER THE FLUKES. WHITE BUOY AND ORANGE POLYBALL CLOSE TO ANIMAL FROM AERIAL PHOTOS. WHALE DESCRIBED AS ANCHORED IN PLACE WITH A FLATTENED BODY POSITION WITHOUT MUCH MOVEMENT. SKIN RAW AND RED/PINK ON DORSAL ASPECT ON CAUDAL PEDUNCLE. EXTENSIVE SCUFF MARKS ON HEAD AND DORSAL FIN AREA. EVIDENCE THAT GEAR HAD MIGRATED FROM FRONT TO REAR OF ANIMAL. THE WHALE BECAME AGITATED WHEN A DISENTANGLEMENT TEAM APPROACHED, AND AT THAT TIME, THE WHALE SHED THE GEAR ON ITS OWN. WHALE REMAINED IN AREA FOR 5 MINUTES, THEN SLOWLY STARTED SWIMMING AWAY, INCREASINGLY USING ITS FLUKES. FISHERY IDENTIFIED FROM RECOVERED GEAR. INTERVIEW WITH FISHERMAN INDICATED GEAR (WITH 3 TRAPS) HAD BEEN SET THE PRIOR DAY. NON-SERIOUS INJURY DUE TO SHED GEAR AND SHORT TIME DURATION OF ENTANGLEMENT.","NSI","L2",0,"Y","N"
"UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2018,9,17,"UNIDENTIFIED FISHERY INTERACTION","CLATSOP","OR","SI (PRORATE)","ENTANGLED IN LINE AND FLOATS, BUT NO DESCRIPTION OF WHERE ON ANIMAL. CONFIRMED BASED ON TWO INDEPENDENT SIGHTINGS FROM FISHERMEN. THE ANIMAL WAS UNABLE TO BE RELOCATED BY USCG. NO FURTHER SIGHTINGS. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.","SI (PRORATE)","L10",0.75,"Y","Y"
"DEAD","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2018,9,21,"DUNGENESS CRAB POT FISHERY (CALIFORNIA)","SAN DIEGO","CA","DEAD","DEAD HUMPBACK CALF FOUND DURING CCES 2018 MARINE MAMMAL CRUISE. WHALE HAD LINE AND BUOYS WRAPPED AROUND TAIL. FISHERY CONFIRMED FROM TAG ON BUOY. .","DEAD","NA",1,"Y","Y"
"UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2018,9,27,"UNIDENTIFIED FISHERY INTERACTION","SAN LUIS OBISPO","CA","SI","HUMPBACK NOT MOVING MUCH WITH CONSTRICTING LINE BETWEEN HEAD AND DORSAL FIN, POSSIBLY ANCHORED. LINE IS INDENTING INTO SKIN AND OTHER INDENTATION MARKS ARE SEEN FROM WHERE LINE HAS MIGRATED TOWARDS REAR OF WHALE. PRIVATE VESSEL INSTRUCTED PASSENGER TO JUMP INTO WATER AND CLIMB ON TOP OF WHALE TO CUT LINE AWAY. UNAUTHORIZED DISTENTANGLEMENT EVENT. WHALE DANGEROUSLY THRASHED ITS FLUKES UPON THIS INTERACTION AND APPEARED TO SWIM OFF AFTER CITIZEN CUT LINE. UNKNOWN IF ALL GEAR WAS REMOVED, THIS IS CONSIDERED A PARTIAL DISENTANGLEMENT. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN. VIDEO REVIEWED BY J. CARRETTA.","SI (PRORATE)","L10",0.75,"Y","Y"
"UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2018,9,29,"DUNGENESS CRAB POT FISHERY (CALIFORNIA)","MONTEREY","CA","NSI","HUMPBACK CALF WITH BLUE/GREEN LINE TRAILING 40-50 FEET WITH THREE BUOYS (GREEN/WHITE) ATTACHED TO RIGHT PECTORAL FLIPPER. GREEN CA DUNGENESS CRAB TAG SEEN ON THE FIRST BUOY. BASED ON AERIAL PHOTOS, LINE MAY BE ATTACHED TO UNDERSIDE OF FLIPPER. WHALE OTHERWISE IN GOOD HEALTH AS SHOWN IN PHOTOS. ACCOMPANIED BY MOTHER. .","NSI","L3",0,"N","N"
"UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2018,9,30,"UNIDENTIFIED POT/TRAP FISHERY ENTANGLEMENT","SAN LUIS OBISPO","CA","SI (PRORATE)","LINE ATTACHED TO WHALE AT UNKNOWN LOCATION AND CONFIGURATION WITH A RED AND WHITE BUOY ON THE SIDE OF THE WHALE NEAR THE PECTORAL FLIPPER. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN. REPORTING PARTY DESCRIBED AS CRAB POT GEAR.","SI (PRORATE)","L10",0.75,"Y","Y"
"UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2018,9,30,"UNIDENTIFIED POT/TRAP FISHERY ENTANGLEMENT","SAN LUIS OBISPO","CA","SI (PRORATE)","WHALE TRAILING 3 BUOYS TOTAL. 1 ""CRAB STYLE"" LARGER BUOY WITH 2 SMALLER BUOYS. REPORTING PARTY THOUGTHT THEY MAY HAVE ALL BEEN WHITE OR HAD SOME WHITE ON THEM BUT COULDN'T REMEMBER FOR SURE. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN. DIFFERENTIATED FROM OTHER 9/30/2018 ENTANGLEMENT IN SAME AREA BY NUMBER AND COLOR OF BUOYS.","SI (PRORATE)","L10",0.75,"Y","Y"
"DECLINE","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2018,10,12,"DUNGENESS CRAB POT FISHERY (OREGON)","SAN MATEO","CA","SI","MULTIPLE WRAPS OF LINE EMBEDDED DEEPLY AT FLUKE INSERTION WITH 400 FEET OF TRAILING LINE. CONSTRICTING ENTANGLEMENT. WHALE HAD SEVERAL LARGE PATCHES OF ORANGE-COLORED CYAMIDS, INDICATING A HEALTH DECLINE. INITIAL DISENTANGLEMENT RESPONSE REMOVED APPROXIMATELY 350 FEET OF TRAILING LINE. A 2ND DISTENTANGLEMENT EFFORT REMOVED MOST OF THE LOOSE GEAR, BUT EMBEDDED LINE REMAINED. FISHERY POSITIVELY-IDENTIFIED FROM PERMIT TAG ON RECOVERED GEAR. PHOTOS / VIDEO REVIEWED BY J. CARRETTA.","SI","L2",1,"Y","Y"
"UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2018,10,12,"CA SPOT PRAWN TRAP FISHERY","MONTEREY","CA","SI (PRORATE)","HUMPBACK CALF ENTANGLED IN CONFIRMED COMMERICAL SPOT PRAWN GEAR WHICH WAS SET 2 DAYS PRIOR TO OBSERVATION AND PARTIAL RELEASE BY FISHERMAN. LARGE ORANGE BUOY NEAR FORWARD PART OF THE BODY WITH UNKNOWN ATTACHMENT POINT, LIKELY MOUTH OR PECTORAL FLIPPERS. FADED YELLOW BUOY TRAILING ABOUT 30FT BEHIND. BOTH ONLY VISIBLE WHEN SURFACING. FISHERMEN WINCHED UP CALF TO SIDE OF THE BOAT TO MAKE DISENTANGLEMENT CUTS. VERTICAL ASPECT PHOTO SHOWS LINE AND BUOY STILL ON TAIL AFTER REMOVED FROM GROUNDING LINE. NO FURTHER ACTION TAKEN AS WHALE SWAM OFF. AMOUNT AND CONFIGURATION OF REMAINING GEAR UNKNOWN.","SI (PRORATE)","L10",0.75,"Y","Y"
"DEAD","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2018,10,13,"VESSEL STRIKE","MARIN","CA","DEAD","NECROPSY FINDINGS. WHALE WAS IN GOOD BODY CONDITION, A BIT THIN, BUT WITH ADEQUATE BLUBBER LAYER. THERE WERE AREAS OF HEMORRHAGE OVER THE DORSAL SURFACE OF THE CRANIUM AND ON THE DORSAL THORAX IMMEDIATELY CRANIAL TO THE DORSAL FIN AND EXTENDING TOWARDS THE CRANIUM. THE VERTEBRAE AND VERTEBRAL DISKS WERE DISBURSED THROUGHOUT THE BODY, MANY OF WHICH HAD PERIOSTEAL DISCOLORATION (BONE BRUISING). THE RIBS WERE INTACT BUT ALSO HAD SIMILAR BONE BRUISING. THE LEFT SCAPULA WAS FOUND 3 METERS AWAY FROM THE BODY WITH FRACTURES AND BONE BRUISING. THE CRANIUM HAD BONE BRUISING ON THE DORSAL SURFACE AND FRACTURES ON THE PARAOCCIPITAL PROCESSES, AND OTIC BULLA.","DEAD","NA",1,"N","Y"
"UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2018,10,15,"UNIDENTIFIED POT/TRAP FISHERY ENTANGLEMENT","MENDOCINO","CA","SI (PRORATE)","REPORTING PARTY NOTED 2 ORANGE CRAB POT BUOYS NEAR THE TAIL OF THE WHALE. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.","SI (PRORATE)","L10",0.75,"Y","Y"
"DECLINE","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2018,11,3,"UNIDENTIFIED FISHERY INTERACTION","MONTEREY","CA","SI","PHOTOS SHOW WHALE WITH LARGE DIAGONAL, NARROW-DIAMETER WOUND BETWEEN DORSAL HUMP AND BLOWHOLE. ORIENTATION OF WOUND IS FROM DORSAL SURFACE, EXTENDING DIAGONALLY TOWARDS REAR AND VENTRUM OF WHALE, CONSISTENT WITH A CONSTRICTING LINE EXPERIENCING DRAG. INDENTATION AND LARGE AREAS OF BODY COVERED WITH CYAMIDS, INDICATING A HEALTH DECLINE. PHOTOS INCONCLUSIVE ON WHETHER LINE IS STILL EMBEDDED IN WHALE, BUT INJURY IS CONSISTENT WITH CONSTRICTING ENTANGLEMENT. .","SI","L2",1,"Y","Y"
"UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2018,11,4,"UNIDENTIFIED POT/TRAP FISHERY ENTANGLEMENT","MONTEREY","CA","NSI","LOOSE DRAPED TRAILING LINE (30 FEET) WITH NO APPARENT TENSION AND SINGLE RED AND WHITE BUOY APPEAR TO BE LOOSELY CONNECTED TO UNDERSIDE OF FLUKES, PERHAPS ATTACHED VIA BARNACLES. WHALE FREE-SWIMMING.  .","NSI","L3",0,"N","N"
"UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2018,11,17,"UNIDENTIFIED FISHERY INTERACTION","SAN DIEGO","CA","SI","TIGHT WRAP OR WRAPS RIGHT AT THE FLUKE INSERTION WITH SHORT GREEN LINE TRAILING UNDERNEATH FLUKE AND TWO BUOYS APPROX 3 FEET BEHIND THE FLUKES AND ONLY COME TO THE SURFACE WHEN WHALE IS FLUKE UP DIVING. LACERATION IN FLUKE REGION EVIDENT FROM . EVIDENCE OF CONSTRICTING WRAP.","SI","L2",1,"Y","Y"
"UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2018,12,3,"DUNGENESS CRAB POT FISHERY (CALIFORNIA)","MARIN","CA","SI (PRORATE)","MULTIPLE WRAPS OF LINE  OVER / AROUND BODY IN FRONT OF THE DORSAL FIN WITH EVIDENCE THE GEAR HAS MOVED FROM BACK DUE TO ABRASIONS WITH ASSOCIATED SKIN DISCOLORATION. TWO BUOYS NEXT TO THE BODY NEAR THE WRAPS. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.  POOR-QUALITY .","SI (PRORATE)","L10",0.75,"Y","Y"
"UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2019,3,24,"UNIDENTIFIED FISHERY INTERACTION","VENTURA","CA","SI (PRORATE)","SINGLE ORANGE POLYBALL TRAILING FROM SWIMMING WHALE. BALL SUBMERGES WHEN WHALE DIVES. PHOTOS SHOW WHALE LIFTING FLUKES OUT OF WATER. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.","SI (PRORATE)","L10",0.75,"Y","Y"
"UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2019,4,14,"DUNGENESS CRAB POT FISHERY (OREGON)","MEXICO","OR","SI (PRORATE)","WHALE REPORTED IN LORETO MEXICO TRAILING  ONE YELLOW BULLET BUOY WITH ODFW TAG AND TWO YELLOW TRAILER BUOYS  10 TO 20 FEET BEHIND WHALE. GEAR HAD BEEN SET NEAR COOS BAY, OREGON, DATE NOT GIVEN. ENTANGLEMENT WAS ON TAILSTOCK WITH SCARRING ON CAUDAL PEDUNCLE. WHALE DISENTANGLED IN MEXICO. PHOTOS OF RECOVERED GEAR REVIEWED BY J. CARRETTA. FULL GEAR AMOUNT AND CONFIGURATION UNKNOWN. UNCONFIRMED IF ALL GEAR REMOVED.","SI (PRORATE)","L10",0.75,"Y","Y"
"UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2019,5,5,"UNIDENTIFIED FISHERY INTERACTION","SANTA BARBARA","CA","SI (PRORATE)","WHITE FLOATING LINE TRAILING 40 FEET BEHIND WHALE. GEAR AMOUNT AND CONFIGURATION UNKNOWN.","SI (PRORATE)","L10",0.75,"Y","Y"
"UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2019,5,28,"VESSEL STRIKE","KING","WA","SI","VESSEL STRIKE AT 20:18 LOCAL TIME. A JUVENILE HUMPBACK WHALE SURFACED APPROX 5 FT IN FRONT OF BOW OF 460 FOOT LONG CAR AND PASSENGER FERRY THAT WAS ACCELERATING. SPEED ASSUMED TO BE 5 KTS OR MORE, BASED ON TIME AND LOCATION OF TRANSIT.  MULTIPLE PASSENGERS FELT A THUMP AND REPORTED LARGE AMOUNTS OF BLOOD AND OBSERVED WHALE FOR SEVERAL MINUTES OF STRUGGLING AT THE SURFACE. THEN THE ANIMAL DISAPPEARED AT APPROX 20:30PM. THE WSF CAPTAIN CONFIRMED THE STRIKE OF THE WHALE. USCG CONDUCTED SEARCHES BUT WERE UNABLE TO RELOCATE CARCASS. PHOTO PROVIDED BY THE WSF CAMERAS CONFIRM SPECIES AND AGE CLASS ESTIMATE. BASED ON ACCOUNTS OF ""FOUNTAINS OF BLOOD"", THE SIZE (460 FT) AND SPEED (5 KTS OR GREATER) AND THE SIZE OF THE WHALE, THIS WAS LIKELY A FATAL STRIKE. NATIONAL DATABASE REFERENCE NW-2019-1211867.","SI","L7A",1,"N","Y"
"UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2019,6,29,"DUNGENESS CRAB POT FISHERY (WASHINGTON)","CLALLAM","WA","SI (PRORATE)","WDFW WARDENS DESCRIBED A WHALE ENTANGLED WITH TWO WA STATE DUNGENESS CRAB BUOYS AROUND TAIL. PHOTOS SHOW ONE OR MORE BUOYS AT SURFACE APPROXIMATELY 20-30 FEET BEHIND DORSAL HUMP.  GEAR AMOUNT AND CONFIGURATION UNKNOWN. .","SI (PRORATE)","L10",0.75,"Y","Y"
"UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2019,7,9,"DUNGENESS CRAB POT FISHERY (WASHINGTON)","MARIN","CA","SI","PHOTOS SHOW ENTANGLEMENT WITH TIGHT WRAP AROUND TAILSTOCK WITH LINE THAT  IS DEEPLY CUTTING INTO THE WHALE. WHALE APPEARS ANCHORED IN PLACE. CONSTRICTING ENTANGLEMENT. PHOTOS ALSO SHOW RECOVERED TRAP TAGS. ENTANGLEMENT APPEARS TO BE CAUGHT UP IN THE MOORING LINE OF THE UCSD CDIP BUOY THAT IS IN THE AREA. 3 BUOYS AND BLUE POLY LINE + CDIP BUOY SEE ATTACHED PHOTO OF MOORING; 3 BUOYS WOULD INDICATE AN OFFSHORE SET. WHALE PARTIALLY DISENTANGLED BY CASCADIA RESEARCH WITH SMALL AMOUNT OF REMAINING GEAR RESPONDERS BELIEVE MAY FALL OUT ON ITS OWN.","NSI","L3",0,"N","N"
"DEAD","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2019,7,21,"VESSEL STRIKE","MARIN","CA","DEAD","CARCASS ORIGINALLY REPORTED TO TMMC IN THE SURF AT WILDCAT BEACH IN POINT REYES NATIONAL SEASHORE ON 7/21/2019. PRNS STAFF CONFIRMED THE CARCASS WAS STILL IN THE SAME LOCATION ON 7/22/2019. CAS, TMMC, AND PRNS CONDUCTED A COMPLETE NECROPSY ON 7/23/2019. ALTHOUGH THE ENTIRE CARCASS WAS INTACT, THE SKULL WAS FRACTURED WITH THE POSTERIOR PORTION OF THE CRANIUM LOOSE ON THE BEACH. ON NECROPSY THE ROSTRUM WAS FRACTURED AND HAD SOME BONE BRUISING. COD WAS BLUNT FORCE TRAUMA CONSISTENT WITH SHIP STRIKE.","DEAD","NA",1,"N","Y"
"UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2019,7,23,"UNIDENTIFIED FISHERY INTERACTION","SAN JUAN","WA","SI (PRORATE)","LINE RUNNING FULL LENGTH OF BODY,  DRAPED OVER FLUKES, CAUGHT ON BARNACLES. THE ANCHOR POINT OF THE LINE MAY INVOLVE THE  MOUTH. WHALE INITIALLY SEEN IN CANADIAN WATERS WHERE DISENTANGLEMENT TEAM RESPONDED. WHALE WAS RESIGHTED IN U.S. WATERS WITHOUT LINE ON RIGHT SIDE OF ANIMAL, IMPLYING THAT GEAR SHIFTED OR WAS SHED, BUT UNKNOWN.  GEAR CONFIGURATION AND AMOUNT UNKNOWN.","SI (PRORATE)","L10",0.75,"Y","Y"
"UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2019,8,1,"DUNGENESS CRAB POT FISHERY (CALIFORNIA)","MONTEREY","CA","SI (PRORATE)","WHALE WATCH VESSEL REPORTED ENTANGLED HUMPBACK IN LARGE FEEDING AGGREGATION WITH 2 ORANGE/RED BULLET BUOYS WITH BLUE/GREEN LINE AND OLIVE COLORED CDFW COMMERCIAL DUNGENESS CRAB TAG. DESCRIBED AS LIKELY MOUTH OR PECTORAL ENTANGLEMENT WITH BUOYS TRAILING BEHIND RIGHT SIDE OF WHALE. BUOYS DON'T ALWAYS POP UP WHEN WHALE SURFACES. PHOTOS SHOW THAT BUOYS ARE QUITE WEATHERED. GEAR CONFIGURATION AND AMOUNT UNKNOWN.","SI (PRORATE)","L10",0.75,"Y","Y"
"UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2019,8,6,"UNIDENTIFIED FISHERY INTERACTION","MONTEREY","CA","SI (PRORATE)","WHALE WATCH NATURALIST REPORTED ENTANGLEMENT OF FREE-SWIMMING ANIMAL IN A FEEDING GROUP WITH THIN-GAUGE LINE OR MONOFILAMENT OVER FLUKE. PHOTOS INCONCLUSIVE, SHOW A WHALE FLUKING UP AT A DISTANCE WITH GEAR NOT VISIBLE. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.","SI (PRORATE)","L10",0.75,"Y","Y"
"DEAD","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2019,8,7,"DUNGENESS CRAB POT FISHERY (CALIFORNIA)","VENTURA","CA","SI","WHALE STRUGGLING TO SWIM NEAR SANTA CRUZ ISLAND. MULTIPLE CONSTRICTING WRAPS AROUND BODY WITH A DEEP, WIDE SCAR COVERED IN CYAMIDS. GEAR WAS OLD AND FADED.  WHALE FOUND DEAD ONE WEEK LATER, GEAR CONFIRMATION DETERMINED VIA COLLECTION. GEAR WAS THOUGHT TO BE SET BETWEEN POINT CONCEPTION AND PIEDRAS BLANCAS AND MAY HAVE BEEN FROM 2017/2018 SEASON.  .","DEAD","L2",1,"Y","Y"
