"","Outcome","Species","Stock.or.Area","Year","Month","Day","Interaction.Type","County.Locale","STATE","Initial.Injury.Assessment","Comments","Final.Injury.Assessment","SI.Criteria.Supporting.Assessment","MSI.Value","COUNT.AGAINST.LOF","COUNT.AGAINST.PBR"
"462","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2019,10,2,"UNIDENTIFIED FISHERY INTERACTION","LOS ANGELES","CA","SI (PRORATE)","PHOTOS FROM AERIAL FISH  SPOTTER PLANE SHOW HUMPBACK WHALE TRAILING LINE  FROM FLUKES. WHALE HAS MANY LIGHT PATCHES OF SKIN DORSALLY AND A HEAVY CYAMID LOAD ON THE ROSTRUM AND BLOWHOLE AREA. POOR BODY CONDITION.  MULTIPLE PHOTOS APPEAR TO SHOW DAMAGED OR MISSING RIGHT FLUKE BLADE AND WHALE IS SWIMMING ONLY WITH PECTORAL FLIPPERS. HEAVY MARINE GROWTH ON TRAILING LINE, IMPLYING ENTANGLEMENT IS NOT NEW. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN. ASSIGNED SERIOUS INJURY WITH PRORATION FACTOR EQUAL TO 1 DUE TO  HEALTH DECLINE. .","SI (PRORATE)","L10",1,"Y","Y"
"463","DEAD","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2019,10,23,"DUNGENESS CRAB POT FISHERY (CALIFORNIA)","HUMBOLDT","CA","DEAD","WHALE WITH GOOD BODY CONDITION  STRANDED ALIVE ENTANGLED IN GEAR AND WAS EUTHANIZED. GEAR DESCRIPTION: TWO CYLINDRICAL BULLET BUOYS AND A MASS OF ORANGE LINE ON ITS LEFT SIDE AND POSSIBLY AROUND THE LEFT PECTORAL WITH LINE GOING THROUGH THE MOUTH AND COMING OUT THE RIGHT SIDE AND ENDING AT THE CRAB POT JUST IN FRONT OF THE RIGHT PECTORAL FLIPPER. APPROXIMATELY 235 FEET OF ROPE RECOVERED. WOUNDS NOTED ON TAIL THAT IMPLY WHALE MAY HAVE BEEN 'HOG-TIED' PRIOR TO STRANDING. GEAR RECOVERED AND POSITIVELY-IDENTIFIED TO FISHERY. GEAR SETS SOMETIME AFTER JANUARY 2019 IN 23 FATHOMS OF WATER.  .","DEAD","NA",1,"Y","Y"
"464","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2019,11,21,"DUNGENESS CRAB POT FISHERY (COMMERCIAL)","SAN DIEGO","CA","SI","STATIONARY WHALE, LIKELY  ANCHORED IN PLACE, WITH NO MOVEMENT FOR 2 TO 3 HOURS. TWO CYLINDRICAL BULLET BUOYS AND A MASS OF LINE ON ITS LEFT SIDE AND POSSIBLY AROUND THE LEFT PECTORAL WITH LINE GOING THROUGH THE MOUTH AND COMING OUT THE RIGHT SIDE AND ENDING AT THE CRAB POT JUST IN FRONT OF THE RIGHT PECTORAL FLIPPER. SEVERE DAMAGE TO CAUDAL PEDUNCLE AND FLUKES, DEEP WOUNDS, PROGRESSING TOWARDS SEVERING / AMPUTATION OF TAIL. CONSTRICTING ENTANGLEMENT. ANIMAL IN POOR HEALTH WITH MANY CYAMIDS ON DORSAL SURFACE. SEA WORLD INTERVENED AND DISENTANGLED WHALE. UNKNOWN IF ALL GEAR WAS REMOVED. NO STATE POT/TRAP TAG ASSOCIATED WITH RECOVERED LINE AND TRAP. .","SI","L2",1,"Y","Y"
"465","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2019,12,4,"UNIDENTIFIED FISHERY INTERACTION","SANTA  CRUZ","CA","SI (PRORATE)","WHALE IS TRAILING TWO BUOYS GREEN/YELLOW AND PINK/ORANGE WITH A 15 FOOT YELLOW LINE ATTACHED. THE BUOYS ARE GOING UP AND DOWN WITH EACH DIVE AND SINK AFTER THE WHALE HAS GONE DOWN AND SURFACE PRIOR TO THE WHALE. ENTANGLEMENT REPORTED AS COMING FROM THE FRONT OF THE ANIMAL EITHER NEAR THE MOUTH OR THE PECTORAL FLIPPERS. GEAR CONFIGURATION AND AMOUNT UNKNOWN.","SI (PRORATE)","L10",0.75,"Y","Y"
"466","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2019,12,9,"DUNGENESS CRAB POT FISHERY (RECREATIONAL)","SANTA CRUZ","CA","SI","PHOTOS SHOW  FREE-SWIMMING HEALTHY WHALE TRAILING 2 ORANGE BUOYS APPROXIMATELY 30  FEET BEHIND. WHALE IS SWIMMING AND RAISING FLUKES OUT OF THE WATER. SOME SCARRING NOTED ON TAILSTOCK.  ENTANGLEMENT DIAGRAM SHOWS LINE WRAPPED AROUND BODY (SINGLE WRAP) BEHIND BLOWHOLE AND AT BASE OF PECTORAL FINS. DIAGRAM OF GEAR CONFIGURATION PLUS PHOTOS IMPLIES LOOSELY WRAPPED GEAR IN A BRIDLE AROUND WHALE.  RECREATIONAL GEAR SET OUTSIDE MOSS LANDING HARBOR. FISHERMAN HAS LOST 3 POTS SINCE THE BEGINNING OF THE SEASON WITH ONE OF THEM REPORTED LOST EARLY LAST WEEK, AROUND THE TIME OF THE FIRST ENTANGLEMENT REPORT. HE FISHES BOTH ROUND AND SQUARE POTS WEIGHTED, LIKELY SQUARE DANIELSON TRAP USING LEADED LINE AND TRAILER BUOYS. THE FISHED DEPTHS RANGE FROM 130-200 FEET WITH 300 FEET OF LINE. HE USES REBAR AND BAR BELLS AS WEIGHT (TYPICALLY 20 LBS).  THE FISHERMAN BELIEVES HE HAD 300 FEET OF LINE ON THE TRAP IN TOTAL. HE BELIEVES THE LOST TRAP WENT MISSING AROUND THE SAME TIME THE ENTANGLEMENT WAS REPORTED BASED ON THE LAST TIME THEY WERE SERVICED. WHALE WAS DISENTANGLED ON 12/13/2019, APPROXIMATELY 140 FEET OF LINE RECOVERED. PHOTOS OF ENTANGLED WHALE AND RECOVERED GEAR REVIEWED BY J. CARRETTA.","NSI","L3",0,"N","N"
"467","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2020,2,14,"GILLNET FISHERY","SAN DIEGO","CA","SI","GILLNET WRAPPED AROUND BOTTOM JAW, CAUGHT ON FRONT RIGHT TUBERCLE DRAPED OVER BODY, WRAPPED TIGHTLY AROUND BODY AND TRAILING OVER FLUKES. LEFT PECTORAL POSSIBLY PINNED. BASED ON AMOUNT OF GEAR AND TIGHT WRAP, CONSIDERED AN EXTENSIVE CONSTRICTING ENTANGLEMENT.","SI","L2",1,"N","Y"
"468","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2020,2,28,"UNIDENTIFIED FISHERY INTERACTION","MONTEREY","CA","SI (PRORATE)","BLACK LINE THROUGH MOUTH RUNNING DOWN BOTH SIDES OF THE BODY, LINE APPEARS TO BE WEIGHTED GIVEN THE INJURIES/RUBBING OFF OF LONG LINEAR PATCH OF SKIN ALONG THE SIDES BEHIND THE PECTORAL FINS.  THE INNER LEADING EDGE ADJACENT TO THE TAIL STOCK OF THE FLUKES IS RUBBED RAW. GEAR CONFIGURATION AND AMOUNT UNKNOWN.","SI (PRORATE)","L10",0.75,"N","Y"
"469","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2020,4,13,"CA SPOT PRAWN TRAP FISHERY","SANTA BARBARA","CA","SI (PRORATE)","JUVENILE HUMPBACK CONFIRMED ENTANGLED ENTANGLED AND ANCHORED IN PLACE TO A SPOT PRAWN SET; AT LEAST 4 WRAPS OF LIGHT YELLOW TWISTED LINE TIGHTLY AROUND CAUDAL PEDUNCLE (MULTIPLE SCARS ALONG TAILSTOCK); THEN LINE GOES STRAIGHT DOWN (TWISTING ON ITSELF) TO TRAP; OTHER END OF LINE IS TRAILING OBLONG ORANGE POLY BALL ABOUT 5 FT BEHIND. FISHERMAN INTERVIEWED AND CONFIRMED 10 TRAPS, WITH 120 POUND WEIGHTS; SET ON 4/10/2020; 400 FT OF SINKING LINE RUNNING FROM THE BUOY DOWN, 800FT OF FLOATING LINE RUNNING FROM THERE TO THE ANCHOR. PARTIAL GEAR REMOVAL BY RESCUE TEAM. FINAL GEAR AMOUNT AND CONFIGURATION UNKNOWN.","SI (PRORATE)","L10",0.75,"Y","Y"
"470","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2020,4,15,"UNIDENTIFIED FISHERY INTERACTION","ORANGE","CA","SI","DEPENDENT CALF (SWIMMING WITH LARGER ANIMAL, PRESUMED MOTHER) NEAR CATALINA ISLAND ENTANGLED IN DARK COLORED MESH NETTING (""LOOKED FAIRLY FRESH"") WRAPPED ON RIGHT FLUKE BLADE AND TAILSTOCK, TRAILING DARK LINE WITH AT LEAST VERY SMALL 4 RED/ORANGE FLOATS. ENTANGLEMENT LIKELY TO BECOME CONSTRICTING AS ANIMAL GROWS. VIDEO REVIEWED BY J. CARRETTA AND A. HENRY.","SI","L10",1,"N","Y"
"471","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2020,5,16,"DUNGENESS CRAB POT FISHERY (CALIFORNIA)","MONTEREY","CA","SI (PRORATE)","CALIFORNIA DUNGENESS CRAB POT COMMERICIAL GEAR CONFIRMED FROM TAGS. PHOTO SHOWS TWO BUOYS AND MULTIPLE TWISTED LINES WRAPPED AROUND FLUKES AND CAUDAL PEDUNCLE AND CUTTING INTO WHALE WITH AREAS OF PINK / WHITE FLESH EXPOSED. CONSTRICTING ENTANGLEMENT. WHALE RESCUE TEAM DISENTANGLED WHALE AND CUT AWAY ALL GEAR. OUTCOME UNKNOWN.","SI (PRORATE)","L2",0,"Y","N"
"472","DEAD","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2020,6,13,"DUNGENESS CRAB POT FISHERY (WASHINGTON)","MARIN","CA","DEAD","CARCASS WITH CONSTRICTING PEDUNCLE WRAP ALMOST COMPLETELY AMPUTATING FLUKE. LEFT BLADE MISSING AND RIGHT BLADE NECROTIC. COMMERCIAL DUNGENESS CRAB POT (OREGON). THE ENTANGLEMENT WAS TIGHTLY WRAPPED AROUND PEDUNCLE AT THE INSERTION POINT. THE ENTANGLEMENT HAD CUT ENTIRELY THROUGH THE PEDUNCLE WITH THE FLUKE AND ENTANGLEMENT ATTACHED BY ONLY THE CORD IN HER PEDUNCLE.  CONSISTED OF 2 DIFFERENT COLOR BRAIDED ROPES (3/8 INCH FLOATING ORANGE LINE WITH A BLUE TRACER AND WHITE SINKING LINE WITH BLUE TRACER). FOUR BULLET BUOYS ATTACHED (ONE LARGE WHITE-MAIN BUOY; TWO BUOYS WITH ORANGE TIP WITH YELLOW BUTT; ONE SMALLER ORANGE BUOY). THE ENTIRE LEFT SIDE OF THE FLUKE WAS MISSING AND UNKNOWN IF THE CAUSE WAS THE ENTANGLEMENT OR SCAVENGING. BASED ON INTERVIEW WITH FISHERMAN, GEAR WAS SET SOMETIME BETWEEN MID APRIL AND LATE MAY.","DEAD","NA",1,"Y","Y"
"473","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2020,7,3,"UNIDENTIFIED FISHERY INTERACTION","MONTEREY","CA","SI","SINGLE LINE ACROSS THE TOP OF THE BODY CUTTING INTO FLESH ANTERIOR TO DORSAL FIN CONNECTED TO A MASS OF TANGLED LINES ON THE RIGHT SIDE OF BODY. CONSTRICTING ENTANGLEMENT. NOTHING TRAILING THE WHALE SO EITHER THERE IS SOMETHING STILL ON THE LINE BELOW THAT IS CAUSING THE DRAG TO PULL THROUGH THE WHALES FLESH; PERHAPS LEFT PECTORAL FLIPPER IS INVOLVED.   ABLE TO RELOCATE THE WHALE JUST AS IT STARTED CHIN SLAPPING WHICH GAVE US GOOD LOOKS AT THE DIFFERENT PARTS OF THE BODY. THEN IT BEGAN TAIL SLAPPING. IT APPEARED AS IF IT WAS TRYING TO THROW THE GEAR.","SI","L2",1,"N","Y"
"474","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2020,7,6,"VESSEL STRIKE","KING","WA","SI","FERRY STRIKE. VESSEL SIZE IS 362 FEET AND SPEED WAS 13 KTS. PHOTO IMMEDIATELY AFTER STRIKE SHOWS INJURY TO RIGHT SIDE OF ANIMAL NOT PRESENT IN PHOTOS TAKEN AT SIGHTINGS IN DAYS PRIOR. VIDEO JUST AFTER STRIKE SHOWED WHALE ACTING ABNORMALLY AND ANIMAL LAST SEEN 24 MINUTES AFTER IMPACT. PASSENGERS ABOARD PUGET SOUND EXPRESS WERE WATCHING 2 HUMPBACK WHALES AND WITNESSED A FERRY STRIKE TO THE SMALLER OF THE TWO WHALES AT 12:15. WHALE PRESUMED DEAD AFTER EXHAUSTIVE SEARCHES ON 06 JUL AND 07 JULY DURING WHICH THE LARGER OF 2 WHALES WAS  SIGHTED BUT SMALLER ONE WAS NOT. NATIONAL DATABASE REFERENCE NW-2020-1226706.","SI","L6A",1,"N","Y"
"475","DEAD","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2020,7,26,"VESSEL STRIKE","GRAYS HARBOR","WA","DEAD","CAUSE OF MORTALITY BLUNT FORCE TRAUMA CONSISTENT WITH SHIP STRIKE. VESSEL SIZE AND SPEED UNKNOWN. SEVERAL BROKEN RIBS ON LEFT SIDE NEAR VETERBRAL CONNECTION. MASSIVE INTERNAL BLEEDING IN CHEST CAVITY, HEMATOMA IN BLUBBER/MUSCLE NEAR L PECTORAL FIN. HEALED IMPRESSIONS CONSISTENT WITH ENTANGLEMENT ON TAILSTOCK (WRAP) AND LEADING EDGES OF FLUKES AT INSERTIONS AND A LINE OF IMPRESSIONS ALONG THE THROAT PLEATS BETWEEN THE PEC FINS (APPEARED TO HAVE BEEN WRAPPED)--THESE ARE NOT SUSPECTED TO BE RELATED TO MORTALITY. VESSEL SIZE AND SPEED UNKNOWN.","DEAD","NA",1,"N","Y"
"476","DEAD","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2020,7,30,"UNIDENTIFIED FISHERY INTERACTION","LINCOLN","OR","DEAD","HAKE TRAWL VESSEL PULLED UP A DEAD HUMPBACK IN THEIR NET. BLOATED ANIMAL WITH LARGE MISSING AND SLOUGHING PATCHES OF SKIN, OBVIOUSLY DEAD BEFORE PULLED UP. VESSEL REPORTED THAT CARCASS HAD BUOYS ATTACHED TO AND THERE ARE TWO ORANGE BUOYS SHOWN FROM THE DECK CAMERA PHOTOS. .","DEAD","NA",1,"N","Y"
"477","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2020,8,31,"UNIDENTIFIED FISHERY INTERACTION","CLALLAM","WA","SI (PRORATE)","REPORTING PARTY SAW A LINE WRAPPING THE WHOLE BODY BETWEEN THE DORSAL FIN AND FLIPPERS AND IT SURFACED AGAIN AFTER THE BREACH AND HE SAW THE LINE AGAIN - WHICH HE DESCRIBED THE ENTANGLING MATERIAL AS YELLOW 5/8"" LINE. OBSERVATION OCCURRED WITHIN 60 FT. OF VESSEL. FULL CONFIGURATION AND AMOUNT OF GEAR UNKNOWN.","SI (PRORATE)","L10",0.75,"N","Y"
"478","DEAD","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2020,9,7,"UNIDENTIFIED FISHERY INTERACTION","MENDOCINO","CA","DEAD","FRESH DEAD WITH FAIR BODY CONDITION. PHOTOS SHOWED PROBABLE ENTANGLEMENT INJURIES INCLUDING A) AMPUTATED FLUKES, B) LACERATIONS, ABRASIONS, AND PENETRATING WOUNDS TO THE DORSAL RIDGE AS WELL AS C) A POSSIBLE LINE IMPRESSION ON THE DORSAL SURFACE POSTERIOR TO THE BLOWHOLES DIRECTLY OVER THE SCAPULAE, D) POSSIBLE ABRASIONS ON THE RIGHT PECTORAL FIN, AND E) POSSIBLE LATERAL BRUISING ON THE RIGHT ABDOMEN. CHRONIC ENTANGLEMENT RESULTING IN AMPUTATION OF FLUKES.","DEAD","NA",1,"N","Y"
"479","DEAD","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2020,9,27,"VESSEL STRIKE","CLALLAM","WA","DEAD","ANIMAL HAD BEEN SEEN ALIVE BY LOCAL WHALE WATCH COMPANY ON 9-22. EVIDENCE OF BLUNT FORCE TRAUMA, CONSISTENT WITH SHIP STRIKE. FIELD OF SUBCUTANEOUS HEMORRHAGE ON LATERAL RIGHT MANDIBLE, CONCENTRATED IN FRONT 1/3 OF MANDIBLE AND RADIATING TO INSERTION OF PECTORAL FIN. TRAUMA MAY EXTEND TOWARD LEFT SIDE MANDIBLE. NO BROKEN BONES OBSERVED BUT CANNOT RULE OUT THE POSSIBLITY OF SMALL FRACTURES THAT WERE MISSED. LAYING ON BACK AND UNABLE TO EXAMINE TOP OF HEAD. EXTENT OF TRUAMAUTIC INJURIES UNDERTERMINED BUT LIKELY SIGNIFICANTLY CONTRIBUTED TO MOBIDITY AND MORTALITY. VESSEL SIZE AND SPEED UNKNOWN.","DEAD","NA",1,"N","Y"
"480","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2020,10,11,"UNIDENTIFIED FISHERY INTERACTION","SAN DIEGO","CA","SI","WHALE WITH OBVIOUS ENTANGLEMENT INJURY AT FLUKE INSERTION POINT AND SCARS / APPARENT RUB MARKS ALONG THE DORSAL MIDLINE POSTERIOR TO DORSAL FIN INDICATING GEAR HAD MOVED ALONG THAT PART OF THE WHALE. WHALE IS ALSO NOT USING ITS FLUKES WHILE TRAVELING (=LIMITED MOBILITY). HEAVY CYAMID LOAD AND DISCOLORED SKIN INDICATING A HEALTH DECLINE. NO GEAR ACTUALLY PRESENT ON WHALE (=GEAR FREE), BUT PHOTOS AND UAV VIDEO ARE UNEQUIVOCAL THAT THIS WHALE WAS PREVIOUSLY-ENTANGLED AND HAS UNDERGONE A HEALTH DECLINE. CONFIGURATION AND AMOUNT OF GEAR UNKNOWN.","SI","L10",1,"N","Y"
"481","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2020,10,13,"UNIDENTIFIED FISHERY INTERACTION","MONTEREY","CA","SI (PRORATE)","TWO GREEN LINES ON LEFT SIDE OF ROSTRUM AND LINE ACROSS THE ANIMALS BACK, WHICH IS HARD TO SEE IN THE PHOTO. GEAR CONFIGURATION AND AMOUNT UNKNOWN. PRESUMED FULL SELF RELEASE, SEEN GEAR FREE BY HAPPY WHALE IN NOVEMBER.","NSI","L10",0,"N","Y"
"482","DEAD","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2020,10,15,"UNIDENTIFIED FISHERY INTERACTION","JEFFERSON","WA","DEAD","WHALE STRANDED ALIVE BUT DIED BY THE FOLLOWING MORNING.  NECROPSY IDENTIFIED NUMEROUS SCRAPES, SCRATCHES, AND CIRCULAR OR OBLONG SKIN LESIONS WITH WIDE MARGINS AND DEPRESSED CENTERS.  THE WHALE LICE (CYAMID) BURDEN WAS HEAVY ALONG THE BACK AND SIDES AND EXTENDING VENTRALLY ALONG THE HEAD AND MOUTH.  DEEP CONSTRICTING WRAP INJURY ENCIRCLED THE TAILSTOCK WITH ASSOCIATED TISSUE NECROSIS AND ABRADED SKIN.  SIMILAR ABRASIONS WERE ON THE RIGHT PECTORAL FIN, AND THE LEFT PECTORAL FIN APPEARED SWOLLEN.  HEALED COOKIE CUTTER BITES WERE ON BOTH PECTORAL FINS, AND A LARGE HEALED NOTCH WAS ON THE DISTAL END OF THE TRAILING LEFT PECTORAL FIN.","DEAD","NA",1,"N","Y"
"483","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2021,1,28,"CA SWORDFISH DRIFT GILLNET FISHERY","OFFSHORE","CA","SI (PRORATE)","WHALE ENTANGLED IN NET. CREW BEGAN RESCUE EFFORT BY CUTTING ROPE AND WEBBING AWAY FROM HEAD. ABOUT 15 FEET OF ROPE REMAINED ON LEFT PECTORAL FLIPPER AND A MODERATE SIZED CLUMP OF MESH AND A SINGLE BUOY AROUND THE CAUDAL PEDUNCLE. VESSEL DRIFTED AWAY FROM WHALE BEFORE ADDITIONAL GEAR COULD BE REMOVED. THE WHALE WAS SPOTTED 15 MINUTES LATER, SWIMMING SLOWLY AT THE SURFACE. THE BUOY WAS STILL VISIBLE ATTACHED TO THE WHALE. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.","SI (PRORATE)","L10",0.75,"Y","Y"
"484","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2021,4,3,"UNIDENTIFIED FISHERY INTERACTION","VENTURA","CA","SI (PRORATE)","DARK/GREEN LINE OVER BACK IN FRONT OF DORSAL; BLUE AND WHITE BUOYS SEEN UNDERWATER. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.","SI (PRORATE)","L10",0.75,"N","Y"
"485","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2021,4,9,"UNIDENTIFIED FISHERY INTERACTION","HUMBOLDT","CA","SI (PRORATE)","OBSERVERS WITH SCOPES AT THE SCENE REPORTED TWO BUOYS WITH LINE WRAPPED AROUND THE MOUTH OF OF A WHALE, FULL SELF-DISENTANGLEMENT. ASSUMED GEAR-FREE.","NSI","L10",0,"N","N"
"486","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2021,5,13,"CA SPOT PRAWN TRAP FISHERY","SANTA BARBARA","CA","SI","WHALE (BASED ON PHOTOS AND VIDEO) SEEN WITH TRAILING LINE AND SINGLE BUOY, PROBABLY WRAPPED AROUND PEDUNCLE. WHALE INITIALLY DESCRIBED AS BEING IN SAME POSITION FOR TWO DAYS, SO ASSUMED IT WAS ANCHORED. FISHERY CONFIRMED VIA BUOY NUMBER AND CONTACT WITH OWNER. GEAR CONFIGURATION DESCRIBED AS 18 TRAPS, EACH WEIGHING 10 POUNDS, WITH 2400 FT OF GROUNDLINE. TRAPS ARE SPACED 100 FT APART.  AN AUTHORIZED ENTANGLEMENT RESPONSE WAS INITIATED BUT TEAM STOOD DOWN AFTER CONTACT WITH FISHERMAN INDICATED WHALE WAS NOT ENTANGLED IN THE GEAR, THIS IS UNCONFIRMED.","SI","L2",1,"Y","Y"
"487","DEAD","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2021,5,28,"UNIDENTIFIED FISHERY INTERACTION","SANTA BARBARA","CA","DEAD","ON ARRIVAL CIMWI FOUND A JUVENILE MODERATELY DECOMPOSED HUMPBACK WHALE ON THE BEACH. EXAMINATION INDICATED MULTIPLE IMPRESSIONS, ABRASIONS AND LACERATIONS CONSISTENT WITH PRIOR ENTANGLEMENT AND FISHING GEAR.","DEAD","NA",1,"N","Y"
"488","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2021,6,3,"BOX CRAB CALIFORNIA (EXPERIMENTAL)","SANTA BARBARA","CA","SI","DEPENDENT CALF WITH MOTHER. LINE ON ROSTRUM OVER HEAD, TRAILING BACK TO FIRST BUOY (ORANGE ROUND) 10 FT BEHIND FLUKE THEN TO 2 BULLET BUOYS ABOUT 20 FEET BEHIND WHALE. LINE RUNS OVER AND UNDER LEFT PECTORAL. MULTIPLE LINES CONNECTING BETWEEN BUOYS. PARTIAL DISENTANGLEMENT, BUT SOME GEAR REMAINS ON ANIMAL. GEAR CONFIGURATION AND AMOUNT UNKNOWN. FISHERY CONFIRMED VIA BUOY NUMBER.","SI","L8",1,"Y","Y"
"489","DECLINE","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2021,6,9,"DUNGENESS CRAB POT FISHERY (CALIFORNIA)","MEXICO","LOS CABOS","SI","JUVENILE WHALE WITH ROPE AND BUOY ATTACHED TO THE TAILSTOCK. MULTIPLE WRAPS, TRAILING LINE AND BUOYS. UNDERWATER PHOTO SHOWS CONSTRICTING ENTANGLEMENT NEAR FLUKE INSERTION, WITH ROPE CUTTING INTO PEDUNCLE AND FLUKE BLADES HANGING DOWN IN APPARENTLY POOR CONDITION. WHALE COVERED IN ORANGE LICE PARASITES AND DESCRIBED AS EMACIATED. HEALTH DECLINE. THE SOURCE OF THE ENTANGLEMENT IS THE CA COMMERCIAL DUNGENESS CRAB, DETERMINED BY TAG NUMBER, SET IN SAN FRANCISCO, CA AREA BETWEEN JANUARY AND APRIL.","SI","L2",1,"Y","Y"
"490","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2021,6,20,"DUNGENESS CRAB POT FISHERY (WASHINGTON)","SANTA BARBARA","CA","SI","THE ENTANGLEMENT APPEARS TO BE MOSTLY ON THE TAIL END OF THE ANIMAL AND THE TEAM ON SCENE BELIEVE (THOUGH NOT APPARENT FROM VIDEO) THAT THE ROPE WAS CUTTING INTO THE WHALE NEAR THE TAIL PRETTY SIGNIFICANTLY (=CONSTRICTING ENTANGLEMENT). WHALE WAS TRAILING A SINGLE BUOY APPROX 20FT BEHIND THE WHALE. THE NPS TEAM SAID THEY COULD SEE A SECOND BUOY (GUESSING THIS WOULD BE THE MAIN BUOY) THAT WAS ALWAYS BELOW THE SURFACE.  BUOY WAS SUBMERGING WHEN WHALE WAS DIVING AND WAS STAYING DOWN FOR ABOUT 5 MINUTE INTERVALS AND TAKING ANYWHERE BETWEEN 2-4 BREATHS EACH TIME AT SURFACE. INTERVIEW WITH FISHERMAN INDICATES GEAR WAS LIKELY SET FIRST WEEK OF MAY. FULL CONFIGURATION AND AMOUNT OF GEAR UNKNOWN.","SI","L2",1,"Y","Y"
"491","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2021,6,24,"UNIDENTIFIED FISHERY INTERACTION","GRAYS HARBOR","WA","SI (PRORATE)","TRAILING LINE AND BUOYS 15 - 20 FEET BEHIND WHALE. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN. NO PHOTOS.","SI (PRORATE)","L10",0.75,"N","Y"
"492","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2021,6,30,"DUNGENESS CRAB POT FISHERY (COMMERCIAL)","COOS","OR","SI","ANCHORED WHALE WITH MULTIPLE WRAPS OF LINE SNUG AROUND BODY AND PEDUNCLE. VIDEO SHOWS LINE FORMS A BRIDLE BEHIND BLOWHOLES AND FORWARD OF DORSAL FIN. LEFT FLIPPER EITHER IMMOBILIZED BY GEAR OR INJURED, AS ANIMAL NOT MOVING IT MUCH, BASED ON VIDEO FOOTAGE. DAMAGE TO TAIL NOTED BY RESPONDERS BUT NOT VISIBLE FROM VIDEO AND PHOTOS. TAUT LINE GOES STRAIGHT DOWN TOWARDS OCEAN FLOOR. PHOTOS SHOW GEAR HAD TAG CONSISTENT WITH COMMERCIAL DUNGENESS CRAB POT GEAR, BUT STATE NOT CONFIRMED, BECAUSE OF GROWTH OBSCURING TAG. NARRATIVE INCLUDES REFERENCE TO 3 CRAB POTS AND 4 LINES GOING STRAIGHT DOWN. PARTIAL DISENTANGLEMENT BY RESCUE RESPONSE TEAM. FINAL AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.","SI (PRORATE)","L10",0.75,"N","Y"
"493","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2021,7,13,"UNIDENTIFIED FISHERY INTERACTION","SAN DIEGO","CA","SI","FLUKES ENTANGLED IN CONSTRICTING LINE, WITH A TRAILING LARGE MASS OF LINE AND KELP. LINE HAS CUT INTO FLUKES, FOLDING BOTH FLUKE BLADES SO THAT THEY HANG ABNORMALLY DOWNWARD. CYAMID GROWTH APPARENT ON DORSAL ASPECT OF FLUKES.","SI","L2",1,"N","Y"
